company_name,company_status,company_status_date,search_url,company_search_status,company_found_name,,flag,flagging_reason,company_number
The Zim Shop Ltd,Cancelled - Small PI,2012-08-09 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=The+Zim+Shop+Ltd,Not exact match,THE ZIM SHOP LIMITED,,OK,,05206990
The ai Corporation Limited,Cancelled - Authorised EMI,2024-04-17 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=The+ai+Corporation+Limited,OK,THE AI CORPORATION LIMITED,,OK,,03504225
ThePayPro Ltd,Cancelled - Authorised PI,2017-09-26 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=ThePayPro+Ltd,OK,THEPAYPRO LTD.,,OK,,09382162
Thestral Financial Services Ltd,Small Payment Institution,2021-04-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Thestral+Financial+Services+Ltd,OK,THESTRAL FINANCIAL SERVICES LTD,,OK,,12536335
Thi Ly Do,Cancelled - Small PI,2013-04-10 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Thi+Ly+Do,Not exact match,LYALL MEWS THIRTY THREE LLP,,OK,,OC439306
Think Money Limited,Authorised Electronic Money Institution,2018-03-20 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Think+Money+Limited,OK,THINK MONEY LIMITED,,Company Ownership,"Company Ownership: Limited Company (Governing Law: Companies Act 2006), Company Ownership: Limited Liability Partnership (Governing Law: Limited Liability Partnerships Act 2000)",05530040
Thirdfort Limited,Authorised Payment Institution,2018-07-24 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Thirdfort+Limited,OK,THIRDFORT LIMITED,,OK,,10757456
Thomas Exchange Global Limited,Cancelled - Small PI,2012-03-07 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Thomas+Exchange+Global+Limited,OK,THOMAS EXCHANGE GLOBAL LIMITED,,Company Ownership,"Company Ownership: Private Limited Company (Governing Law: Companies Act 2006), Company Ownership: Private Limited Company (Governing Law: England And Wales)",02866549
Thomas Exchange Global Ltd,Cancelled - Authorised PI,2018-04-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Thomas+Exchange+Global+Ltd,Not exact match,THOMAS EXCHANGE GLOBAL LIMITED,,Company Ownership,"Company Ownership: Private Limited Company (Governing Law: Companies Act 2006), Company Ownership: Private Limited Company (Governing Law: England And Wales)",02866549
Thomas Exchange UK Limited,Cancelled - Small PI,2012-09-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Thomas+Exchange+UK+Limited,OK,THOMAS EXCHANGE UK LIMITED,,Company Ownership,Company Ownership: Limited Company (Governing Law: Uk),04237922
Thomas Exchange UK Ltd,Authorised Payment Institution,2018-07-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Thomas+Exchange+UK+Ltd,Not exact match,THOMAS EXCHANGE UK LIMITED,,Company Ownership,Company Ownership: Limited Company (Governing Law: Uk),04237922
Tiberus Serven Limited,Cancelled - Small PI,2019-01-11 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tiberus+Serven+Limited,OK,TIBERUS SERVEN LIMITED,,OK,,10060132
Tick Money Trasfer Limited,Cancelled - Small PI,2013-05-07 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tick+Money+Trasfer+Limited,Not exact match,SP MONEY TRANSFER & AIR TICKETING LTD,,OK,,12192171
Tide Platform Limited,Authorised Electronic Money Institution,2018-05-01 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tide+Platform+Limited,Not exact match,TIDE PLATFORM LTD,,Company Ownership,"Company Ownership: Limited Company (Governing Law: Companies Act 2006), Company Ownership: Limited Company (Governing Law: Companies Act 2006)",09595646
Tiger Brokers (UK) Ltd,Cancelled - Authorised PI,2017-05-25 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tiger+Brokers+(UK)+Ltd,OK,TIGER BROKERS (UK) LTD,,Company Ownership,Company Ownership: Private Limited Company (Governing Law: Companies Act 2006),06249714
Time and Money Services Limited,Cancelled - Small PI,2012-03-28 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Time+and+Money+Services+Limited,Not exact match,MINT PAYMENT SERVICES LTD,,Company Ownership,"Company Ownership: Inc (Governing Law: Nevada State Law And United Stated Federal Law), Company Ownership: Limited Company (Governing Law: Companies Act 2006)",07670286
Times Travel (UK) Ltd,Cancelled - Small PI,2017-03-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Times+Travel+(UK)+Ltd,OK,TIMES TRAVEL (UK) LTD,,OK,,05802156
Tink Financial Services Limited,Authorised Payment Institution,2023-09-27 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tink+Financial+Services+Limited,OK,TINK FINANCIAL SERVICES LIMITED,,OK,,12347825
Tipalti Europe Ltd,Authorised Electronic Money Institution,2021-09-25 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tipalti+Europe+Ltd,OK,TIPALTI EUROPE LTD,,Orange,"Nationality: Israeli (AMIT, Chen, Mr.), Country of Residence: Israel (AMIT, Chen, Mr.)",12471817
Toast Me (United Kingdom) Limited,Cancelled - Small PI,2018-08-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Toast+Me+(United+Kingdom)+Limited,Not exact match,TOAST ME (UNITED KINGDOM) LTD,,OK,,09977221
Token.io Ltd,Authorised Payment Institution,2018-04-25 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Token.io+Ltd,OK,TOKEN.IO LTD,,Orange,"Nationality: Uzbek (SHARIPOV, Sharof)",10143662
Tola Mobile Limited,EMD Revoked - Authorised EMI,2012-10-18 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tola+Mobile+Limited,OK,TOLA MOBILE LIMITED,,OK,,07624201
Tompay Ltd,Authorised Electronic Money Institution,2021-07-28 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tompay+Ltd,OK,TOMPAY LTD,,Orange,"Country of Residence: Latvia (LOKERE, Tom Pieter M), Nationality: Israeli (Mr Moriel Carmi), Country of Residence: Latvia (Mr Tom Pieter M Lokere)",12484741
Tonio Limited,Cancelled - Small PI,2012-05-29 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tonio+Limited,OK,TONIO LIMITED,,Orange,"Nationality: Estonian (SKIRIN, Aleksandr), Country of Residence: Estonia (SKIRIN, Aleksandr), Nationality: Polish (IWANICKA, Anna), Nationality: Latvian (CIGAKS, Aleksandrs), Nationality: Polish (CZARNY, Marek Jan), Country of Residence: Poland (CZARNY, Marek Jan), Nationality: Polish (CZARNY, Marek Jan), Country of Residence: Poland (CZARNY, Marek Jan), Nationality: Latvian (GUDKINS, Aleksandrs), Country of Residence: Latvia (GUDKINS, Aleksandrs), Nationality: Latvian (KUDRJAVCEVA, Jelena), Nationality: Ukrainian (SHCHYBUN, Oleksandr), Nationality: Polish (ZAGORSKI, Lukasz), Nationality: Estonian (Mr Aleksandr Skirin), Country of Residence: Estonia (Mr Aleksandr Skirin), Nationality: Estonian (Mr Aleksandr Shkirin), Country of Residence: Estonia (Mr Aleksandr Shkirin), Nationality: Latvian (Mr Arturs Kaufmans), Country of Residence: Latvia (Mr Arturs Kaufmans), Nationality: Latvian (Mr Arturs Kaufmans), Country of Residence: Latvia (Mr Arturs Kaufmans), Nationality: Polish (Mr Marek Jan Czarny), Country of Residence: Poland (Mr Marek Jan Czarny)",05103590
Top Connect Ltd,Small Payment Institution,2018-10-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Top+Connect+Ltd,OK,TOP CONNECT LTD,,OK,,08659511
Top Rate Mutual Finance Ltd,Small Payment Institution,2018-09-27 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Top+Rate+Mutual+Finance+Ltd,OK,TOP RATE MUTUAL FINANCE LTD,,Predicted Nationality,"Predicted nationality: ['russian', 'french'] (HANOVER LIMITED)",04484535
Top Xchange Limited,Small Payment Institution,2018-08-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Top+Xchange+Limited,OK,TOP XCHANGE LIMITED,,OK,,10504284
Tor Currency Exchange Limited,Cancelled - Authorised PI,2017-06-16 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tor+Currency+Exchange+Limited,OK,TOR CURRENCY EXCHANGE LIMITED,,Company Ownership,"Company Ownership: Limited Company (Governing Law: Companies Act 2006), Company Ownership: Limited Company (Governing Law: Companies Act 2006)",05193147
Tori Travel,Cancelled - Small PI,2013-10-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tori+Travel,Not exact match,TORING TRAVEL LTD,,OK,,09871269
Total Dominion Ltd.,Small Payment Institution,2018-12-17 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Total+Dominion+Ltd.,Not exact match,TOTAL DOMINION LTD,,OK,,03630209
Touma Foreign Exchange Limited,Cancelled - Small PI,2016-10-17 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Touma+Foreign+Exchange+Limited,OK,TOUMA FOREIGN EXCHANGE LIMITED,,OK,,07263559
Towfiiq Money Transfer & Telecom Limited,Small Payment Institution,2018-02-28 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Towfiiq+Money+Transfer+&+Telecom+Limited,OK,TOWFIIQ MONEY TRANSFER & TELECOM LIMITED,,OK,,04346951
Trade Cycle Ltd,Cancelled - Small PI,2012-08-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Trade+Cycle+Ltd,Not exact match,TRADE CYCLE LIMITED,,Predicted Nationality,"Predicted nationality: ['russian', 'greek', 'else', 'british', 'french'] (SINOSIA LIMITED)",13355050
Trade Finance Consultants Company Limited,Cancelled - Small PI,2018-10-25 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Trade+Finance+Consultants+Company+Limited,Not exact match,AMB GLOBAL TRADE FINANCE CONSULTANTS LTD,,OK,,14541465
Trade My Currency Limited,Cancelled - Small PI,2014-01-16 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Trade+My+Currency+Limited,Not exact match,TRADE MY CURRENCY LTD,,Orange,"Nationality: Polish (FILIPCZYK, Tomasz), Nationality: Polish (PRADZINSKA, Elzbieta)",06588246
Tramonex Limited,PSD Revoked PI,2018-07-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tramonex+Limited,Not exact match,TRAMONEX LTD,,OK,,08640955
Tranglo Europe Ltd,Authorised Payment Institution,2018-05-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Tranglo+Europe+Ltd,OK,TRANGLO EUROPE LTD,,OK,,07676308
Trans-Ex UK Limited,Cancelled - Small PI,2012-07-19 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Trans-Ex+UK+Limited,OK,TRANS-EX UK LIMITED,,OK,,06521860
Trans-Fast Remittance (London) Limited,Authorised Payment Institution,2018-04-30 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Trans-Fast+Remittance+(London)+Limited,OK,TRANS-FAST REMITTANCE (LONDON) LIMITED,,Company Ownership,Company Ownership: Private Limited Company (Governing Law: Companies Law Act 2006),04609973
Trans-Fast Remittance Limited,Cancelled - Small PI,2011-02-25 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Trans-Fast+Remittance+Limited,Not exact match,MASTERCARD TRANSACTION SERVICES (UK) LTD.,,Company Ownership,Company Ownership: Corporate (Governing Law: United States),07031967
TransGlobal Payment Solutions Limited,Cancelled - Authorised PI,2018-07-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TransGlobal+Payment+Solutions+Limited,Not exact match,EQUINITI GLOBAL PAYMENTS LIMITED,,Company Ownership,Company Ownership: Limited By Shares (Governing Law: United Kingdom (England And Wales)),06135586
TransacFX LTD,Cancelled - Small PI,2019-02-26 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TransacFX+LTD,Not exact match,PAYIN WITH LTD,,Orange,"Nationality: Bulgarian (NASIBOV, Orkhan)",08598264
Transact24 (UK) Limited,Cancelled - Authorised EMI,2018-03-09 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Transact24+(UK)+Limited,Not exact match,TRANSACT 24 (UK) LIMITED,,Orange,"Country of Residence: Malta (MEYER, Günter Detlev Horst), Company Ownership: Corporation (Governing Law: Florida Business Corporation Act)",05987300
Transactive Systems Ltd,Cancelled - Authorised EMI,2024-04-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Transactive+Systems+Ltd,OK,TRANSACTIVE SYSTEMS LTD,,Predicted Nationality,"Predicted nationality: ['hungarian', 'russian', 'german', 'french', 'else'] (David Lukrich), Predicted nationality: ['hungarian', 'russian', 'german', 'french', 'else'] (David Lukrich)",10637040
Transactworld Limited,Authorised Electronic Money Institution,2018-03-28 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Transactworld+Limited,OK,TRANSACTWORLD LIMITED,,Predicted Nationality,"Predicted nationality: ['russian', 'italian'] (Amoolya Vassa)",08835541
Transfa Pay Ltd,Small Payment Institution,2021-07-28 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Transfa+Pay+Ltd,OK,TRANSFA PAY LTD,,OK,,12140801
Transfer Direct Ltd,Small Payment Institution,2020-12-18 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Transfer+Direct+Ltd,OK,TRANSFER DIRECT LTD,,OK,,12194165
Transfer East LTD,Small Payment Institution,2021-01-14 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Transfer+East+LTD,OK,TRANSFER EAST LTD,,OK,,12523177
Transfer Gurus Ltd,Cancelled - Small PI,2021-07-19 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Transfer+Gurus+Ltd,OK,TRANSFER GURUS LTD,,Predicted Nationality,"Predicted nationality: ['british', 'german', 'dutch', 'russian'] (Alexander HENNESSEY)",10680933
Transfer Rapid Limited,Authorised Payment Institution,2018-05-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Transfer+Rapid+Limited,OK,TRANSFER RAPID LIMITED,,Orange,"Nationality: Romanian (MOVANU, Ionut), Country of Residence: Romania (MOVANU, Ionut)",05819737
Transfer Rocket Ltd,Small Payment Institution,2020-06-04 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Transfer+Rocket+Ltd,Not exact match,TRANSFER ROCKET LIMITED,,OK,,12290806
TransferCorp Limited,Small Payment Institution,2018-08-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TransferCorp+Limited,OK,TRANSFERCORP LIMITED,,Company Ownership,"Company Ownership: Limited Liability Company (Governing Law: Delaware Company Law), Company Ownership: Limited Liability Company (Governing Law: Companies Law, Nigeria)",09163938
TransferGo Ltd,Authorised Payment Institution,2018-05-09 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TransferGo+Ltd,OK,TRANSFERGO LTD,,Orange,"Nationality: Lithuanian (DVILINSKAS, Daumantas, Mr.), Nationality: Lithuanian (LASEVICIUS, Justinas), Nationality: Lithuanian (SERSNIOVAS, Edvinas), Company Ownership: Limited By Shares (Governing Law: United Kingdom (England)), Company Ownership: Corporate (Governing Law: Lithuania)",07914165
TransferTo Mobile Financial Services Ltd,Cancelled - Small PI,2016-01-05 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TransferTo+Mobile+Financial+Services+Ltd,OK,TRANSFERTO MOBILE FINANCIAL SERVICES LTD,,Company Ownership,Company Ownership: Limited Company (Governing Law: Accounting & Corporate Regulatory Authority),09171042
TransferWise Ltd,Cancelled - Authorised PI,2016-01-04 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=TransferWise+Ltd,OK,TRANSFERWISE LTD,,OK,,14805481
Transferbee Ltd,Cancelled - Small PI,2016-12-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Transferbee+Ltd,OK,TRANSFERBEE LTD,,Orange,"Nationality: Lithuanian (BLEDIS, Titas, Mr.), Nationality: Lithuanian (VINOGRADOV, Igor), Nationality: Lithuanian (BLEDIS, Tadas), Nationality: Lithuanian (Mr Titas Bledis)",07439808
Transfergo Ltd,Cancelled - Small PI,2013-11-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Transfergo+Ltd,OK,TRANSFERGO LTD,,Orange,"Nationality: Lithuanian (DVILINSKAS, Daumantas, Mr.), Nationality: Lithuanian (LASEVICIUS, Justinas), Nationality: Lithuanian (SERSNIOVAS, Edvinas), Company Ownership: Limited By Shares (Governing Law: United Kingdom (England)), Company Ownership: Corporate (Governing Law: Lithuania), Nationality: Lithuanian (DVILINSKAS, Daumantas, Mr.), Nationality: Lithuanian (LASEVICIUS, Justinas), Nationality: Lithuanian (SERSNIOVAS, Edvinas), Company Ownership: Limited By Shares (Governing Law: United Kingdom (England)), Company Ownership: Corporate (Governing Law: Lithuania)",07914165
Transferra Un Limited,Authorised Electronic Money Institution,2021-12-20 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Transferra+Un+Limited,OK,TRANSFERRA UN LIMITED,,Orange,"Nationality: Ukrainian (BADYANOVA, Oxana), Nationality: Latvian (JERMOLICKIS, Arturs), Nationality: Latvian (BERZINA, Luize), Nationality: Latvian (KAZANSKIS, Viktors), Nationality: Maltese (Mr Dmitry Doykhen), Nationality: Maltese (Mr Nikolay Kutuzov), Country of Residence: Malta (Mr Nikolay Kutuzov), Nationality: Latvian (Mr Aleksandrs Malins), Country of Residence: Latvia (Mr Aleksandrs Malins), Nationality: Latvian (Igors Astapciks)",13014681
Transpase Limited,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Transpase+Limited,OK,TRANSPASE LIMITED,,OK,,06891108
Transpaygo Limited,Authorised Payment Institution,2018-04-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Transpaygo+Limited,OK,TRANSPAYGO LIMITED,,OK,,08936601
